count	ngram
579	secretary of state
575	the information you
574	in england and
573	please complete in
571	the use of
571	the secretary of
569	you would like
568	to help you
567	to be completed
567	you are a
565	you are applying
563	in which the
561	a result of
561	in block capitals
561	the department for
558	relating to the
557	included in the
557	do it will
555	the terms of
555	may not be
554	ensure that the
553	you have completed
553	to be made
550	this form and
550	please complete the
549	please provide details
547	be sent to
544	will be used
543	be completed by
539	of the application
539	the case of
538	you have not
538	on or after
537	the form the
535	notes on the
533	it will be
533	may result in
531	i understand that
530	confirm that the
530	should be completed
527	as soon as
526	must be completed
526	s of the
525	the information i
524	this will be
523	to comply with
519	is not a
519	parts of the
518	the registrar of
518	to complete this
518	i declare that
516	you fill in
516	has not been
514	further information please
512	or any other
511	information on this
510	registrar of companies
510	sure you have
508	a number of
508	sign and date
508	each of the
505	has been provided
505	information about the
505	return this form
504	information i have
503	we will not
503	that you are
502	whether or not
501	to do this
500	to give any
500	in the united
495	d m m
495	guidance notes on
490	d d m
490	with this form
490	to www gov
487	if this is
485	the details of
485	the public record
484	please tick the
484	the appropriate box
483	have to give
482	you can find
482	in this section
481	to use the
477	comply with the
477	a member of
473	out in the
471	number email address
471	will only be
470	to which the
470	information on the
470	no if yes
470	to carry out
469	appear on the
467	to this form
466	the type of
466	see the guidance
466	form has been
466	if there are
465	for example if
464	the name and
464	you do it
462	copy of this
461	tick the box
460	that are not
459	may use this
459	return it to
459	relation to the
459	if you would
459	should not be
459	m y y
459	you may have
459	i have given
458	this is a
458	that i have
457	gov uk this
456	is likely to
455	in the same
455	m m y
454	make sure that
453	of the relevant
452	name in block
452	you have been
451	is available in
451	to complete the
450	in addition to
449	the completed form
449	form must be
448	will be the
447	read the notes
446	are unable to
446	to the address
446	likely to be
445	it is a
445	need to complete
444	will be visible
443	you need more
443	http www gov
442	the person who
442	you give will
441	please provide the
440	any part of
440	give will be
439	any contact information
439	you must also
439	is a query
439	outside the uk
438	a list of
438	y y y
437	to the appropriate
437	for example a
437	give any contact
436	be visible to
436	details of your
435	terms of the
435	be required to
435	a query on
435	query on the
434	gov uk or
434	or if you
432	which you are
432	if different from
431	form is for
431	the contact information
431	form is available
430	may need to
430	in this application
430	on the website
430	is more than
429	please provide a
429	provided free of
429	national insurance number
428	hmrc gov uk
427	help companies house
427	will help companies
427	visible to searchers
427	to searchers of
427	searchers of the
426	date dd mm
425	e mail address
423	other government departments
423	form please complete
423	on the public
422	will appear on
422	box if you
422	respect of the
421	information please refer
421	form the contact
420	number of the
420	to contact you
419	in block letters
418	name address and
417	of the information
417	to send you
417	you must provide
416	must be signed
416	please visit the
416	more information about
416	company name address
416	they do not
415	information you give
415	shown on the
415	you have remembered
414	date on which
414	to provide a
414	do you have
413	the public register
412	name in full
412	of the land
411	the requirements of
411	are required to
411	www hmrc gov
411	are to be
410	for official use
409	please contact the
409	mr mrs miss
409	be included in
408	you may use
408	information please see
408	this form has
407	you need help
407	with your application
406	of the applicant
406	s name and
406	in typescript or
406	crown way cardiff
405	such as a
405	house crown way
405	that they are
405	companies house crown
405	hm revenue customs
404	in black ink
404	before completing this
404	refer to our
400	form to the
399	address post town
399	apply for a
398	it may be
398	cf uz dx
398	uz dx cardiff
397	full name and
397	x in the
397	from the date
396	the uk or
396	terms and conditions
396	the website at
395	if any of
394	guidance at www
394	other please specify
394	by companies house
394	made in the
393	the nature of
392	in an alternative
392	an alternative format
391	this application form
390	do not include
390	town county region
390	we do not
390	the full name
389	at least one
389	complete in typescript
389	the basis of
388	name company name
388	we need to
388	for more than
388	will help you
388	based on the
387	you have signed
387	or email enquiries
387	may be used
386	where there is
386	official use only
385	the following the
385	bold black capitals
385	should be sent
384	declare that the
384	county region postcode
383	typescript or in
383	are applying for
383	should be made
382	held on the
382	or in bold
382	post town county
382	in bold black
382	be treated as
380	this must be
380	in line with
380	a period of
380	advise you to
379	name address post
379	of the property
379	information but if
379	companies house if
379	the date on
378	companieshouse gov uk
378	in the appropriate
378	on our website
378	the application is
377	amount of the
377	will be made
376	be completed in
376	an application for
375	we advise you
374	subject to the
374	please do not
374	the value of
374	form should be
374	be found on
373	may wish to
373	uk this form
373	of all the
373	referred to in
373	nature of the
372	and will be
372	page on the
372	companies house address
372	application for a
372	send it to
371	we may return
371	the cost of
370	contact name company
370	for the year
370	have not been
370	no more than
370	at the same
369	apply to the
369	to our guidance
369	use of the
368	information you do
368	available in an
367	is correct and
367	alternative format please
367	to tell us
365	page of the
365	form to any
364	to any companies
364	this should be
364	name and number
364	must not be
364	all the information
363	email enquiries companieshouse
363	the information provided
363	visit the forms
363	forms page on
363	any companies house
363	in the last
363	cardiff wales cf
363	have remembered the
363	enquiries companieshouse gov
363	send you may
363	way cardiff wales
363	the forms page
363	you may return
363	wales cf uz
363	our guidance at
363	of companies companies
363	companies companies house
363	remembered the following
363	of your application
362	and that the
362	may return this
362	signed by the
362	it is important
362	with information missing
362	please complete this
362	format please visit
361	the companies act
361	house if there
361	in the application
361	contact information but
361	completed incorrectly or
361	or with information
361	incorrectly or with
361	presenter information you
360	may have to
360	forms completed incorrectly
360	to provide the
359	ensure that you
359	and of the
359	form is not
359	for which you
359	under the terms
358	please enter the
358	for example the
357	on which the
357	all information on
357	not have a
357	you must complete
357	you don t
356	other than the
356	be subject to
356	in support of
355	been provided free
355	form will appear
355	number if you
355	region postcode dx
355	of charge by
354	sent to the
354	signed the form
354	postcode dx telephone
354	or more of
354	charge by companies
354	to confirm that
353	note that all
353	checklist we may
353	be carried out
353	record contact name
353	need to provide
353	public record contact
353	of the companies
352	return forms completed
352	may return forms
352	the information held
351	value of the
351	under the data
351	not be able
351	some of the
351	as set out
351	in section of
350	be used in
349	this form you
349	this can be
349	in the event
348	and wales the
348	please ensure that
348	and any other
348	be found in
347	would like to
346	made to the
346	information held on
346	details in the
345	purposes of the
345	to be a
344	the same as
344	any other information
343	does not have
343	you cannot use
342	also need to
341	the risk of
341	relevant to the
340	the following information
340	may be able
340	registered in england
340	continue on a
340	purpose of the
340	the provisions of
340	with this application
340	this is not
339	be in the
339	dx telephone country
339	match the information
339	in the relevant
338	tell us about
338	given in this
337	please use the
336	it is an
336	to return it
336	part of your
336	black ink and
335	to find out
335	will be required
333	on the basis
333	of this application
332	if they are
331	be liable to
331	for you may
330	of the date
330	specified in the
330	the box below
330	this application is
330	members of the
329	help you fill
329	on how to
329	application to the
329	you to return
328	applying for a
327	can be used
327	the uk and
327	the date the
327	for expediency we
327	please tell us
327	uk if you
327	expediency we advise
327	however for expediency
326	signature of applicant
326	is the address
326	the table below
326	to the registrar
326	house address however
326	will be able
326	you should also
326	address however for
325	copies of the
325	result in a
325	that there is
324	information you provide
323	available on the
323	is required to
322	be made to
322	have signed the
322	made payable to
322	i have read
321	will have to
321	no go to
320	is not for
320	you intend to
320	completed form to
320	in northern ireland
320	to the uk
320	in some cases
319	completed by the
319	the local authority
319	the date you
318	the form and
318	yes please give
318	that all information
317	to the following
316	in which you
316	be found at
316	in the following
316	you have provided
316	yes please provide
315	made by the
315	in the first
314	have to be
314	responsible for the
314	it is the
314	person who is
313	regulation of the
313	the same time
312	contact information you
312	location of the
312	it should be
312	is for you
312	in any other
312	european economic area
312	uk government organisations
312	northern ireland the
311	act as amended
311	this form must
311	must be a
311	address including postcode
311	the applicant s
311	up to date
310	freedom of information
310	total number of
309	of any other
309	used for the
309	you have one
309	the level of
309	may also be
308	to the extent
308	of the proposed
308	a of the
308	this form may
308	the information given
307	the subject of
307	your application is
306	obligations under the
306	the total amount
306	be used by
306	you are unable
306	public register you
306	of the uk
306	for details of
306	more of the
306	go to question
305	of information act
305	that is not
305	a person who
305	that have been
305	there are no
305	application will be
305	on your behalf
304	form will be
304	have to pay
304	number match the
303	and number match
303	you can use
303	the information we
303	to the information
303	the company s
302	if more than
302	for at least
302	on page of
302	full details of
302	member of the
302	tick this box
301	signing this form
301	that will be
301	the freedom of
300	prior to the
300	more information on
300	please go to
300	needs to be
300	this section if
300	the benefit of
299	such as the
299	us if you
299	complete this section
299	not apply to
299	for the period
299	the location of
299	register you have
298	that has been
298	to meet the
298	form may be
298	have read and
297	be returned to
297	where you have
297	are likely to
297	you have already
296	we will use
296	you may not
296	company name and
296	of the data
295	the terms and
295	wales the registrar
294	the home office
294	is in the
294	eh ff dx
294	you may wish
294	you may also
293	a description of
293	this form in
292	or in the
292	the back of
292	floor edinburgh quay
292	you have made
291	or of the
291	this form on
290	company name in
290	edinburgh quay fountainbridge
290	at the address
290	information for the
290	fields are mandatory
290	uk http www
290	name date of
290	what this form
289	you will not
289	that can be
289	the company name
289	up to the
288	read the guidance
288	within days of
288	not for you
288	has been made
288	dx cardiff for
288	an application to
287	the period of
287	do not send
287	you have received
287	to the relevant
287	on the date
287	you are claiming
287	information in the
287	contact telephone number
286	quay fountainbridge edinburgh
286	all fields are
286	the rest of
286	requirements of the
285	can only be
285	the provision of
285	is an offence
285	yes no please
285	a b c
285	does not apply
284	you have given
284	issued by the
282	you are in
282	is responsible for
282	if you were
282	the uk for
281	soon as possible
281	any of these
281	if your application
281	the following details
281	and in the
281	completing the form
280	which can be
280	specified or indicated
280	black capitals all
280	must be made
280	it has been
280	or indicated by
280	number if applicable
280	capitals all fields
279	mandatory unless specified
279	record presenter information
279	have the right
279	public record presenter
279	correct and complete
279	gov uk website
279	unless specified or
279	telephone country this
279	to make an
279	are mandatory unless
279	the form to
278	the form is
278	of the local
278	should be included
278	subject to a
278	which is not
278	gov uk guidance
277	note that the
277	telephone number email
276	which you have
276	there is more
276	the notes on
276	april to april
276	revenue and customs
275	used in this
275	part of this
275	or part of
275	mrs miss ms
274	country this form
274	is not the
274	information about you
273	in the year
273	on the back
273	the last years
273	you will have
272	to make sure
272	even if you
272	if no please
272	gov uk http
271	you have to
271	and the date
271	required by the
271	it must be
271	form on behalf
271	of the other
271	this form the
270	details of all
270	if you cannot
270	make a statement
270	a local authority
270	will help us
270	when you have
270	the uk if
269	is less than
269	in the register
269	to deal with
269	the age of
268	interest in the
268	i certify that
268	taken into account
267	in all cases
267	you may need
267	to obtain a
267	may be required
267	the person s
266	schedule to the
266	addition to the
265	do not use
265	to show that
265	at the date
265	that to the
265	covered by the
265	information that you
265	is subject to
264	used in the
264	please state the
264	you are the
264	guidance on the
264	the appropriate address
264	environmental information regulations
264	and we will
263	days of the
263	which it is
263	need to fill
263	for you to
263	they are not
262	act and the
262	a range of
262	appropriate address below
261	any additional information
261	once you have
261	reference number if
260	address below for
260	can be made
260	a maximum of
260	you are making
260	website www gov
259	that you will
259	or all of
259	separate sheet if
259	the right of
258	right of appeal
258	the environmental information
258	total amount of
258	linenhall linenhall street
258	accordance with section
258	floor the linenhall
258	linenhall street belfast
258	copy of your
258	and may be
258	the linenhall linenhall
257	it does not
257	or building society
257	in your application
257	resident in the
257	information go to
257	need to make
257	at https www
257	to check the
257	the form you
256	case of a
256	limited liability partnership
256	changes to the
256	result of the
255	time of the
255	forename s surname
255	information please note
255	and date the
254	below if you
254	the form that
254	this does not
254	that we can
254	no if no
254	signed and dated
254	for the benefit
254	if you believe
253	bank or building
253	as defined in
253	there will be
253	gov uk and
253	to apply to
253	please fill in
253	must be the
253	to in the
253	be made in
253	may be liable
253	you have answered
252	with the application
252	b of the
252	to be taken
252	for any of
252	provided by the
252	complete the form
252	the issue of
251	application may be
251	must be in
251	name s of
251	this form should
251	given on this
251	go to section
251	to this application
251	or lp edinburgh
251	will be returned
250	rule of the
250	for which the
250	belfast northern ireland
250	there is not
250	your full name
250	edinburgh or lp
250	application if you
250	office of the
250	an interest in
250	will also be
250	the form of
249	street belfast northern
249	ireland bt bg
249	n r belfast
249	are able to
249	second floor the
249	dx ed edinburgh
249	you must send
249	to be registered
249	to any of
249	house second floor
249	bt bg dx
249	northern ireland bt
249	bg dx n
249	box if the
249	note if you
249	be asked to
249	dx n r
249	companies house second
249	which are not
249	this means that
248	your name and
248	your application if
248	that may be
248	confirm that i
248	in the table
248	our website at
247	on the application
247	you should provide
247	you or your
247	behalf of a
247	ireland the registrar
247	that they have
247	what are the
246	ed edinburgh or
246	of the same
246	which may be
246	the maximum penalty
246	what was the
246	provide us with
246	there is an
246	be entered in
246	to your application
246	this form or
246	scotland the registrar
246	the outcome of
246	will be treated
245	edinburgh scotland eh
245	lp edinburgh legal
245	ff dx ed
245	house fourth floor
245	edinburgh legal post
245	fountainbridge edinburgh scotland
245	which has been
245	fourth floor edinburgh
245	companies house fourth
245	brief description of
244	listed in the
244	you if you
244	correct to the
244	scotland eh ff
244	should be used
244	regulations as amended
243	s full name
243	is unable to
243	the applicant is
242	the office of
242	tick one box
242	you can also
242	to use this
242	important information please
242	should also be
241	for each of
241	and conditions of
241	in place to
241	sheet if necessary
241	the information in
241	tell us the
241	names and addresses
241	be completed if
240	that this is
240	your application to
240	in case of
240	to work out
240	application form and
239	of the act
239	which must be
239	the costs of
239	of the project
239	cost of the
239	need to send
239	to be the
238	for you cannot
238	access to the
238	address telephone number
237	a if you
237	uk https www
237	cannot use this
237	the payment of
237	you must give
236	is made in
236	a summary of
236	environment food and
236	and date of
236	the total of
236	is not required
236	are subject to
236	to be paid
235	the accuracy of
235	information you may
235	which will be
235	missing please make
235	and it is
235	a statement that
235	information missing please
235	guidance notes for
235	information relating to
235	with the requirements
235	and rural affairs
234	following the company
234	tax taken off
234	food and rural
234	the address of
234	shown in the
234	office is an
234	in scotland the
233	the reason for
233	give the name
233	and send it
233	for the applicant
233	the course of
233	have any questions
232	these notes are
232	are entitled to
232	or civil partner
232	are there any
232	is available on
232	there may be
232	more information go
232	your application will
232	i agree to
232	for environment food
232	this form with
231	provided in the
231	to an application
231	it would be
231	give the date
231	if you don
231	name of company
231	and you are
231	of the licence
231	or if the
231	not affect the
230	confirm that you
230	health and safety
230	you can only
230	depending on the
230	hm revenue and
229	agree to the
229	where you are
229	must be provided
229	to the company
229	sure that you
229	animal and plant
229	form part of
229	we may also
229	on the same
228	an unlimited fine
228	in the future
228	send the completed
228	and plant health
228	uk government collections
228	in the boxes
228	with the data
228	they have been
228	this box if
228	year april to
228	name address postcode
228	box to confirm
228	i am signing
227	of the business
227	due to the
227	do not affect
227	in boxes to
227	don t have
227	registered in scotland
226	will be sent
226	s date of
226	application is made
226	the amount in
226	the fraud act
226	and must be
226	include details of
226	during the year
226	the date that
225	you expect to
225	nationalarchives gov uk
225	may be signed
225	plant health agency
225	information will be
225	am signing this
225	must be submitted
225	for a period
225	will be taken
225	in the space
225	be entitled to
225	to enable the
224	before you fill
224	have more than
224	of the tax
224	the top of
224	in any way
224	the information on
224	if the application
224	be taken into
224	intellectual property office
224	paragraph of schedule
224	during the period
224	you and your
224	delete as appropriate
223	the conditions of
223	and belief the
223	that apply to
223	are responsible for
223	to the date
223	to reduce the
223	is important that
223	an executive agency
222	from our website
222	sheet of paper
222	to pay a
222	day month year
222	to be included
222	should be the
222	there has been
222	of up to
222	by way of
221	that part of
221	registered in northern
221	do you want
221	need to know
221	and so on
221	further informationi checklist
221	time of writing
221	give details below
221	information provided by
221	you are required
221	how we use
220	you must include
220	copyright ref lr
220	department for environment
220	of the original
220	crown copyright ref
220	what to do
220	you can get
220	section if you
220	tick the appropriate
220	please tick one
219	sign the declaration
219	be made by
219	the tax year
219	given in the
219	is no longer
219	a separate form
219	to pay the
219	the amount you
219	the form please
219	position at the
219	need to contact
219	using black ink
219	at the top
219	in box and
219	and reflect the
219	enter the date
219	what is your
219	informationi checklist we
218	the correct fee
218	according to the
218	details company name
218	will be a
218	may be made
218	will contact you
218	yes no yes
218	amount of any
218	the names of
218	is not possible
217	address if you
217	a and b
217	if you know
217	person who has
217	no yes no
217	the box if
217	a letter from
217	that i am
217	relating to an
217	evidence of the
217	compliance with the
217	for guidance only
217	or after april
217	be the same
217	only need to
216	not use this
216	summary of the
216	the additional information
216	use the information
216	involved in the
216	by the registrar
216	of any of
216	and should be
216	of the insolvency
216	an offence under
216	and you have
215	of the document
215	want us to
215	this may be
215	found on the
215	and attach it
215	guidance only and
215	be aware that
215	failure to complete
215	one of these
215	you have entered
215	been convicted of
215	to another person
215	we will only
214	if you can
214	this form are
214	carried out by
214	full postal address
214	available from the
214	your application for
214	with section of
214	sections of the
213	to be sent
213	a criminal offence
213	schedule of the
213	in terms of
213	to confirm the
213	if you think
213	to the next
213	you have the
213	line with the
213	full name s
213	notes to help
212	name of your
212	have given on
212	is a company
212	have completed the
212	must also be
212	is provided for
212	and details of
212	to support the
212	national insurance contributions
212	have access to
212	to determine the
212	notes are for
211	gov uk companieshouse
211	consent to the
211	no if you
211	us to do
211	is used to
211	attached to this
211	to www hmrc
210	to be carried
210	use a separate
210	if you make
210	who is not
210	the animal and
210	article of the
210	form and any
210	together with the
210	if you re
210	the insolvency act
210	as far as
210	and enter the
210	if they have
209	enter the amount
209	house cardiff road
209	form please contact
209	office use only
209	this form for
209	cardiff road newport
209	box on page
209	to be entered
209	connection with the
209	of offenders act
209	the event of
209	concept house cardiff
209	a certificate of
209	year ended april
209	of the year
209	have given in
208	payable to the
208	are for guidance
208	however if you
208	answered yes to
208	the reasons for
208	you can claim
208	newport south wales
208	received by the
208	to have a
208	south wales np
208	road newport south
208	the total number
208	legal post for
208	apply to you
208	to hm revenue
208	a brief description
208	title mr mrs
208	work out the
208	which have been
208	is treated as
207	the year ended
207	to make the
207	the last months
207	ink and in
207	to be provided
207	considered to be
207	in these circumstances
207	date of death
207	building name number
207	wales np qq
207	number if any
207	the names and
207	by reference to
207	application for an
206	of more than
206	check box check
206	only and reflect
206	conditions of the
206	box check box
206	can be obtained
206	you must make
206	form go to
206	of writing they
206	company details company
205	ref lr ho
205	an email address
205	the meaning of
205	read and understood
205	only be used
205	uk companieshouse or
205	help you complete
205	of the first
205	out of the
205	and do not
205	and the amount
205	companieshouse or email
205	this will not
204	unique taxpayer reference
204	provisions of the
204	completion of the
204	how to complete
204	for any other
204	is available from
204	of the patent
204	have filled in
203	not included in
203	they will be
203	the address shown
203	have been made
203	after the date
203	number in the
203	to support your
203	be accompanied by
202	for information about
202	operating name of
202	date of issue
202	the company or
202	is an operating
202	protection act we
202	please attach a
202	the following documents
202	an operating name
202	for yourself or
202	i have provided
202	attach a copy
202	explain why you
201	of the european
201	it will not
201	economic area eea
201	our website www
201	your application form
201	under the environmental
201	help you to
201	the front of
201	this application please
201	you should not
201	form that are
200	reference to the
200	property office is
200	returned to the
200	some or all
200	and addresses of
200	in capital letters
200	on which you
200	the patent office
200	get information about
200	if you use
200	certify that the
199	place of birth
199	or make a
199	if the applicant
199	you must have
199	name of bank
199	where it is
199	attach it to
199	management of the
199	should be entered
199	who will be
198	the most recent
198	or another person
198	you should complete
198	and or a
198	you are paying
197	what type of
197	in full company
197	your application you
197	at all times
197	by virtue of
197	be obtained from
197	is entitled to
197	you have more
197	send you a
197	must provide a
197	that do not
197	amount of tax
197	sign the form
197	to the applicant
197	yes go to
197	must comply with
197	please continue on
197	tax year april
197	provide evidence of
197	writing they do
197	of a company
196	tell us how
196	this form go
196	the application and
196	the management of
196	you will also
196	monday to friday
196	all or part
196	rest of the
196	is not enough
196	please ensure you
196	any changes to
196	go to the
196	not limited to
195	included in this
195	need more room
195	the form if
195	in touch with
195	please note the
195	do not know
195	will also need
195	executive agency of
195	in this box
195	about you from
195	you have ticked
195	first name s
195	section of this
195	to you or
195	about this form
195	available to the
194	owner of the
194	the relevant box
194	to the secretary
194	is an executive
194	version of the
194	within the meaning
194	to you and
194	separate sheet of
194	submitted to the
193	you should include
193	to the person
193	isle of man
193	in response to
193	information in this
193	none of the
193	page if you
193	filling in the
193	evidence that the
193	the applicant and
193	to change the
192	and in block
192	of the registered
192	be used as
192	we will send
192	the uk you
192	to be considered
192	how to fill
192	belfast for further
192	not be used
192	a data controller
192	ask you to
192	information you have
192	any parts of
192	r belfast for
192	the types of
192	you want us
192	you have filled
192	r ffurflen hon
192	y ffurflen hon
191	receipt of the
191	maximum penalty for
191	understand that the
191	amount in box
191	day to day
191	outside of the
191	will be considered
191	deal with your
191	in box if
191	enter the total
191	two or more
190	her majesty s
190	number company name
190	as long as
190	on gov uk
190	before the date
190	pdf http www
190	a statement of
190	this information is
190	if we do
190	of an offence
190	is no need
190	full company number
190	further information on
190	within the last
190	information if you
190	will normally be
190	of the department
190	provided for in
189	no need to
189	contact you if
189	purpose of this
189	same as the
189	please provide any
189	http www hmrc
188	no later than
188	and if the
188	in the past
188	so that we
188	to of the
188	scottish government welsh
188	will continue to
188	of the trust
188	to be able
188	meet the requirements
188	and understood the
187	details on the
187	c of the
187	it can be
187	answer the questions
187	or you have
187	has been completed
187	and belief i
187	to be in
187	like us to
187	to enter the
186	may apply for
186	of the amount
186	are in the
186	is a data
186	evidence of your
186	for example you
185	name s and
185	are not required
185	company number company
185	have made a
185	full address of
185	the form in
185	entered in the
185	the protection of
185	naturalengland org uk
185	page of this
185	you are using
185	need to apply
185	to you if
185	completed in black
185	name number street
185	may be necessary
184	please explain why
184	days from the
184	this form your
184	for example in
184	fill in boxes
184	not be considered
184	found in the
184	will be charged
184	by a person
184	that will help
184	street post town
184	that you can
184	should be given
184	regard to the
183	of at least
183	be given to
183	for the following
183	email address if
183	will be in
183	and or the
183	you have an
183	may use the
183	on their behalf
183	so that the
183	to the amount
183	it if you
183	this section is
183	by means of
183	b c d
182	to complete a
182	the majority of
182	and there is
182	the whole of
182	this part of
182	the need for
182	hm land registry
182	to any other
182	telephone number of
182	enter the details
181	i may be
181	please use a
181	taxpayer reference utr
181	your application and
181	to the local
181	date of this
181	check the accuracy
181	of bank or
180	to section of
180	you will receive
180	of the scheme
180	will result in
180	are not sure
180	declare that i
180	months of the
180	form and the
180	please contact us
180	another person or
180	the processing of
180	a third party
180	we may check
180	with the relevant
180	would like us
180	the beginning of
180	is the case
180	you only need
180	the european economic
180	number if known
180	by the applicant
180	in a separate
179	but is not
179	the time the
179	need more space
179	tell us if
179	form you must
179	on the front
179	and telephone number
179	number name of
179	government welsh government
179	letter from the
179	complete the following
179	no fax no
179	need to include
179	of the terms
179	for tax purposes
179	for work and
179	you complete this
178	why you are
178	form is correct
178	required to be
178	it in the
178	applies to the
178	be submitted to
178	how you will
178	uk companieshouse further
178	you can ask
178	of the immigration
178	knowledge of the
178	of the main
178	applicant s name
177	the channel islands
177	typed should be
177	of schedule to
177	are not typed
177	the event that
177	this application and
177	so as to
177	be made for
177	be added to
177	that you know
177	may have been
177	that you may
177	give information to
177	the application for
177	not typed should
177	is designed to
177	under which the
177	is not an
177	please indicate the
176	see the notes
176	your date of
176	the space provided
176	number street post
176	fine or both
176	should only be
176	respect of any
176	full forename s
176	part of an
176	local authority or
176	to the same
176	made for the
176	to act as
176	how to contact
175	and on the
175	as specified in
175	will then be
175	income for the
175	ar y ffurflen
175	the name s
175	may get information
175	the information requested
175	with the terms
175	is the total
175	should be submitted
175	it is your
175	do you wish
175	in this case
175	in boxes and
175	need to do
175	in part a
175	as required by
175	or to the
174	to contact us
174	period of time
174	a civil partnership
174	if yes give
174	place x in
174	of the income
174	example if you
174	gov uk if
174	we may get
174	c d e
174	www companieshouse gov
174	county region country
174	work and pensions
174	provide the following
173	is necessary to
173	are in place
173	registered with the
173	make a false
173	less than the
173	is based on
173	in large print
173	person you may
173	have answered yes
173	you may commit
173	example if the
173	there is any
172	your application please
172	more than the
172	protection act the
172	able to claim
172	have you been
172	you have had
172	must ensure that
172	and on behalf
172	in which case
172	member of a
172	of the secretary
172	not enough space
172	are set out
172	find out more
172	or not the
172	take into account
172	and if you
172	use this information
172	is for the
172	you must tell
172	this applies to
171	to if you
171	of the questions
171	spouse or civil
171	or the secretary
171	you from others
171	should be provided
171	completed and signed
171	and are not
171	associated with the
171	kept by the
171	to show the
171	understand that if
171	reflect the position
171	this section to
171	it to this
171	for all the
171	you must be
171	his or her
170	the person or
170	information about your
170	the length of
170	why you have
170	to give us
170	is able to
170	carried out on
170	the land registration
170	you should enter
170	the start of
170	or you can
170	share of the
170	or in a
170	if you had
170	or have been
170	on the day
169	a condition of
169	the data controller
169	write to the
169	year in which
169	contact us if
169	application has been
169	and complete the
169	more than two
169	the uk in
169	but you can
169	sure that the
169	must have a
169	please use this
169	authorised by the
168	there are any
168	which they are
168	c if you
168	be necessary to
168	to make any
168	enter the name
168	believe that the
168	must fill in
168	the position at
168	declaration i declare
168	returned to you
168	covered by this
168	warning if you
168	use continuation sheet
167	in certain circumstances
167	any person who
167	personal information charter
167	give full details
167	the figure in
167	does not include
167	contained in the
167	form please read
167	will be given
167	by the home
167	gov uk mailto
167	you know it
167	if the company
167	number date of
167	application must be
167	used by the
167	to ensure the
167	or you may
167	your tax return
167	may lead to
167	it is necessary
167	of each of
167	by doing so
167	of the new
166	you are an
166	under the age
166	for the first
166	are open to
166	text text text
166	required for the
166	be made available
166	of state for
166	the address below
166	a claim for
166	understanding of the
166	companieshouse further informationi
166	a change of
166	must also provide
166	insert name of
166	you may apply
166	to calculate the
166	assessment of the
166	ensure that it
166	and will not
165	on your application
165	as it is
165	provided in this
165	in excess of
165	be responsible for
165	the name address
165	signature date name
165	name of person
165	is not available
165	copies of any
165	another person you
165	is required for
165	that the applicant
165	the sale of
165	the control of
165	date of application
165	not required to
165	companies registered in
165	understand that i
164	the delivery of
164	of the work
164	or the risk
164	contact details for
164	statement that you
164	has been received
164	this will help
164	building society account
164	in a loss
164	processed in accordance
164	or might be
164	a loss of
164	for which is
164	and you will
164	the offence of
164	details of how
164	for less than
164	uk or email
163	for this purpose
163	of the organisation
163	you should use
163	details if you
163	a record of
163	the part of
163	government departments or
163	the application to
