count	ngram
363	wales cf uz dx
363	page on the website
363	to our guidance at
363	notes on the website
363	registrar of companies companies
363	of companies companies house
363	visit the forms page
363	enquiries companieshouse gov uk
363	have remembered the following
363	you have remembered the
363	the forms page on
363	forms page on the
362	available in an alternative
362	format please visit the
362	form to any companies
362	you may return this
362	alternative format please visit
362	form please complete in
362	companieshouse gov uk this
362	is available in an
362	any companies house address
362	may return this form
361	to send you may
361	help companies house if
361	send you may return
361	uk this form is
361	any contact information but
361	or with information missing
361	house if there is
361	completed incorrectly or with
361	presenter information you do
361	this form if you
361	incorrectly or with information
361	contact information but if
361	companies house if there
361	where to send you
360	if you need to
360	companies companies house crown
360	forms completed incorrectly or
358	can be found on
356	company name address post
355	under the terms of
355	free of charge by
355	has been provided free
355	county region postcode dx
355	been provided free of
355	form will appear on
354	charge by companies house
354	provide details of the
354	the date on which
354	region postcode dx telephone
354	of charge by companies
353	checklist we may return
353	the public record contact
353	public record contact name
352	we may return forms
352	may return forms completed
352	return forms completed incorrectly
352	name in block letters
351	form has been provided
351	not be able to
351	this form will appear
351	all information on this
348	under the data protection
347	please note that all
342	england and wales the
342	please refer to the
341	record contact name company
341	i confirm that the
341	the information held on
340	to be completed by
340	information held on the
339	may be able to
339	match the information held
339	postcode dx telephone country
339	no if yes please
339	held on the public
335	continue on a separate
334	full name of the
333	registered in england and
331	to ensure that the
331	to return it to
330	to fill in this
327	help you fill in
327	however for expediency we
327	of the companies act
327	you to return it
327	expediency we advise you
327	for expediency we advise
327	advise you to return
326	address however for expediency
326	companies house address however
326	house address however for
325	will be able to
323	before completing this form
323	information you give will
322	this form is not
321	remembered the following the
320	any of the following
319	can be found in
317	the purposes of the
315	in the uk or
313	can be found at
312	may use this form
312	gov uk government organisations
311	contact information you give
311	the contact information you
311	as set out in
310	at the same time
309	you may use this
307	if you have one
305	freedom of information act
304	number match the information
303	and number match the
303	the public register you
303	name and number match
301	you have signed the
301	the freedom of information
300	one or more of
300	you are unable to
299	to complete this form
299	have signed the form
299	public register you have
298	you fill in this
295	wales the registrar of
294	and wales the registrar
294	be completed by the
293	or more of the
293	form is for you
293	must be signed by
292	form is not for
291	the details of the
291	you may wish to
290	floor edinburgh quay fountainbridge
290	the name and address
290	what this form is
288	is for you may
288	a copy of this
288	is not for you
287	uz dx cardiff for
287	if you have not
287	i declare that the
286	edinburgh quay fountainbridge edinburgh
286	on the basis of
286	for you may use
285	all fields are mandatory
284	will need to be
283	this form must be
282	the terms and conditions
281	as soon as possible
280	black capitals all fields
280	specified or indicated by
280	bold black capitals all
279	are mandatory unless specified
279	fields are mandatory unless
279	unless specified or indicated
279	mandatory unless specified or
279	the public record presenter
279	dx telephone country this
279	public record presenter information
279	capitals all fields are
277	record presenter information you
275	if yes please provide
275	the amount of the
274	telephone country this form
274	country this form has
274	company name in full
271	if yes please give
270	mr mrs miss ms
270	form on behalf of
268	is likely to be
267	it to the appropriate
266	this form may be
266	the nature of the
265	in section of the
264	to the appropriate address
263	for official use only
262	the appropriate address below
262	in the appropriate box
260	be sent to the
260	website www gov uk
259	any part of the
259	do not have a
259	it is an offence
259	this form on behalf
258	in accordance with section
258	if you are unable
258	linenhall linenhall street belfast
258	appropriate address below for
258	floor the linenhall linenhall
258	the environmental information regulations
258	the linenhall linenhall street
255	that to the best
255	need to fill in
254	full name and address
254	information please note that
253	at https www gov
252	bank or building society
251	in addition to the
251	sign and date the
251	that all information on
250	if you have been
250	the company name and
250	edinburgh or lp edinburgh
249	companies companies house second
249	belfast northern ireland bt
249	house second floor the
249	second floor the linenhall
249	linenhall street belfast northern
249	the information you provide
249	ireland bt bg dx
249	street belfast northern ireland
249	companies house second floor
249	dx n r belfast
249	northern ireland bt bg
249	bg dx n r
249	bt bg dx n
248	company name and number
247	ireland the registrar of
247	there is more than
247	is correct and complete
247	northern ireland the registrar
247	declare that the information
247	note that all information
247	for more information about
246	dx ed edinburgh or
246	ed edinburgh or lp
246	is more than one
246	you would like to
246	on behalf of a
246	scotland the registrar of
245	a separate sheet if
245	or lp edinburgh legal
245	companies companies house fourth
245	house fourth floor edinburgh
245	ff dx ed edinburgh
245	fourth floor edinburgh quay
245	s name and address
245	companies house fourth floor
245	lp edinburgh legal post
245	eh ff dx ed
245	fountainbridge edinburgh scotland eh
244	edinburgh scotland eh ff
244	the time of the
244	in black ink and
244	parts of the form
244	scotland eh ff dx
243	quay fountainbridge edinburgh scotland
243	www gov uk guidance
243	correct to the best
242	if any of the
241	important information please note
238	in the uk and
238	be included in the
238	for the benefit of
238	you may need to
237	not for you cannot
237	for you cannot use
236	on the back of
236	at the date of
235	with information missing please
235	information missing please make
235	missing please make sure
234	the following the company
234	food and rural affairs
234	a copy of your
233	environment food and rural
233	the case of a
233	uk https www gov
233	should be sent to
233	the value of the
233	gov uk http www
233	telephone number email address
232	you cannot use this
232	more information go to
231	in northern ireland the
231	if you don t
231	should be completed in
230	guidance at www gov
230	following the company name
229	for more information go
229	you may be able
229	the completed form to
228	animal and plant health
228	hm revenue and customs
228	if you are in
228	gov uk government collections
226	please tick the box
226	i have read and
226	cannot use this form
225	information go to www
225	i am signing this
224	and plant health agency
224	have the right to
224	for environment food and
223	date on which the
223	from the date of
223	it is important that
223	on this form is
223	knowledge and belief the
222	of the application form
221	registered in northern ireland
221	the time of writing
220	the requirements of the
220	crown copyright ref lr
220	signing this form on
220	in the uk if
219	further informationi checklist we
219	department for environment food
219	informationi checklist we may
219	may result in a
218	am signing this form
218	if your application is
218	please note that the
217	yes please provide details
217	the purpose of the
216	make sure that you
216	on or after april
216	of the form that
216	the location of the
215	to fill in the
214	please read the notes
214	may be liable to
214	if more than one
214	i confirm that i
214	form may be signed
213	this form will be
213	year april to april
213	with the data protection
213	terms and conditions of
212	as part of a
212	position at the time
212	name date of birth
211	our website at www
211	www gov uk companieshouse
211	to www hmrc gov
211	these notes are for
211	will be required to
210	in line with the
210	you have any questions
209	in scotland the registrar
209	the total amount of
209	concept house cardiff road
209	house cardiff road newport
209	registered in scotland the
208	edinburgh legal post for
208	for guidance only and
208	go to www hmrc
208	are for guidance only
208	newport south wales np
208	road newport south wales
208	cardiff road newport south
207	south wales np qq
207	completing this form please
207	in the event of
207	notes are for guidance
207	box if you are
207	black ink and in
207	form if you are
206	only and reflect the
206	to tell us about
206	check box check box
206	guidance only and reflect
206	time of writing they
206	referred to in the
205	company details company name
205	copyright ref lr ho
205	x in the appropriate
205	in the box below
205	uk companieshouse or email
205	be used for the
205	companieshouse or email enquiries
205	at the top of
205	notes to help you
205	for more information on
205	gov uk companieshouse or
204	details company name in
204	of the date of
204	to apply for a
204	resident in the uk
204	given on this form
203	may be signed by
202	yes no if no
202	you don t have
202	this is the address
202	a result of the
202	be taken into account
202	name of the patent
202	they do not affect
202	operating name of the
202	an operating name of
202	is an operating name
202	you fill in the
202	data protection act we
201	if you have answered
200	of the patent office
200	european economic area eea
200	property office is an
200	the animal and plant
200	please ensure that you
200	office is an operating
199	this form should be
199	names and addresses of
199	intellectual property office is
198	in the uk for
197	name in full company
197	of writing they do
197	writing they do not
197	make a statement that
196	in connection with the
196	all or part of
196	tax year april to
196	the total number of
195	will be used for
195	some or all of
195	information about you from
195	you need more room
195	that part of the
195	a member of the
194	a separate sheet of
194	to the secretary of
194	an executive agency of
193	get information about you
193	this form go to
193	a brief description of
193	have read and understood
193	is an executive agency
193	to be used for
193	the form that are
192	yes please give details
192	to help you fill
192	given in this form
192	n r belfast for
192	you want us to
192	with section of the
192	r belfast for further
192	belfast for further information
191	part of the form
191	the rest of the
191	the maximum penalty for
191	you have more than
191	any parts of the
191	in the application form
191	an application to the
190	in full company number
190	there is no need
190	the year ended april
190	separate sheet of paper
189	s date of birth
189	or all of the
189	http www hmrc gov
189	separate sheet if necessary
189	there is not enough
189	accordance with the data
188	how to fill in
188	will not be able
188	yes no yes no
188	read and understood the
187	name of the person
187	the address of the
187	to be able to
187	if you have more
186	if you are the
186	knowledge and belief i
186	you have filled in
186	the department for environment
185	ink and in block
185	and in block capitals
185	and attach it to
185	be completed in black
185	your application will be
185	title mr mrs miss
185	send the completed form
185	if you have already
185	completed in black ink
184	building name number street
183	relating to an application
182	that the information given
182	street post town county
182	attach a copy of
182	x in the box
181	in the form of
181	unique taxpayer reference utr
181	to any of the
180	the purpose of this
180	i have given in
180	have given in this
179	scottish government welsh government
179	you have completed the
179	i have given on
179	would like us to
178	gov uk companieshouse further
178	or if you are
178	you only need to
178	form that are not
178	us to do so
178	will also need to
177	typed should be completed
177	the amount of any
177	be found on the
177	are not typed should
177	company number company name
177	not typed should be
177	behalf of the company
177	that are not typed
177	if there is not
177	before you fill in
176	number street post town
176	the information you have
176	in respect of any
176	any of the above
175	name number street post
175	box check box check
175	do you have a
175	does not apply to
175	that the information i
175	the office of the
175	is made in the
174	as part of your
174	we may get information
174	have more than one
174	www companieshouse gov uk
174	for the year ended
174	within days of the
174	you will have to
174	this part of the
174	may get information about
174	in the event that
174	the names and addresses
174	please read the guidance
173	within the meaning of
173	if you are claiming
173	do you have any
173	read the guidance notes
173	or part of the
173	will help you fill
173	you may have to
173	yes no if you
173	you will not be
173	you have answered yes
172	box if you have
172	and on behalf of
172	for example if you
172	so that we can
172	this will be the
171	spouse or civil partner
171	to work out the
171	provide details of any
171	about you from others
170	tick the appropriate box
170	the same as the
170	will be used to
170	the full name of
170	for example if the
169	do not affect the
169	you would like us
169	will be returned to
168	copy of this form
168	the position at the
168	the right of appeal
168	section of the companies
168	will need to provide
168	the european economic area
168	of the secretary of
168	be signed by the
167	a description of the
167	place x in the
167	attach it to this
167	of schedule to the
167	you are not sure
167	is no need to
167	if this is the
167	completed form to the
167	in the space provided
167	you must provide a
166	uk companieshouse further informationi
166	failure to complete this
166	reflect the position at
166	attached to this form
166	under the age of
166	to the date of
166	your date of birth
166	and reflect the position
165	secretary of state for
165	details of the person
165	the uk if you
165	is a data controller
165	to comply with the
164	of any of the
164	processed in accordance with
164	gov uk or email
164	this section if you
164	send it to the
164	in this form go
164	of the person who
164	or the secretary of
164	companieshouse gov uk or
163	of the land registration
163	name of bank or
163	not use this form
163	you need more space
163	uk or email enquiries
163	of the person s
163	be found in the
163	to another person you
163	for which you are
163	accordance with section of
162	environment agency gov uk
162	a statement that you
162	companies registered in england
162	true to the best
162	by the home office
162	it to this form
162	for companies registered in
162	must comply with the
162	or the risk of
161	www nationalarchives gov uk
161	the amount in box
161	nationalarchives gov uk doc
161	section of the fraud
161	this is the case
161	no go to question
161	declaration i declare that
161	for work and pensions
161	number if you have
161	of the fraud act
161	if it is not
160	an unlimited fine or
160	gov uk doc open
160	maximum penalty for which
160	penalty for which is
160	the provisions of the
160	at www companieshouse gov
160	under the environmental information
160	you may apply for
160	doc open government licence
160	uk doc open government
160	give details of any
159	made in the register
159	be untrue or misleading
159	if you dishonestly enter
159	yourself or another person
159	please continue on a
159	section of the act
159	the risk of loss
159	department for work and
159	another person you may
159	for yourself or another
159	or an unlimited fine
159	another person or to
159	so to make a
159	statement that you know
159	of the department for
159	or make a statement
159	fraud under section of
159	information or make a
158	to make a gain
158	by the secretary of
158	of loss to another
158	fraud act the maximum
158	that you know is
158	or might be untrue
158	prevent or detect crime
158	or another person or
158	the subject of the
158	is years imprisonment or
158	untrue or misleading and
158	make a gain for
158	declaration i confirm that
158	a gain for yourself
158	might be untrue or
158	know is or might
158	offence of fraud under
158	of fraud under section
158	for a period of
158	commit the offence of
158	the fraud act the
158	the land registration rules
158	doing so to make
158	and intend by doing
158	risk of loss to
158	you know is or
158	you dishonestly enter information
158	if you know it
158	the offence of fraud
158	you do not know
158	by doing so to
158	you are required to
158	unlimited fine or both
158	or to cause loss
158	is or might be
158	may commit the offence
158	to cause loss or
158	gain for yourself or
158	ar y ffurflen hon
158	person or to cause
158	contact us if you
158	for which is years
158	or misleading and intend
158	imprisonment or an unlimited
158	enter information or make
158	intend by doing so
158	years imprisonment or an
158	which is years imprisonment
158	person you may commit
158	loss or the risk
158	act the maximum penalty
158	misleading and intend by
158	loss to another person
158	you may commit the
158	website at www companieshouse
158	dishonestly enter information or
158	cause loss or the
157	to make sure that
157	the land registration act
157	please give details below
156	guidance at www companieshouse
156	the same time as
156	this form please contact
156	under rule of the
156	result in a loss
156	please tick the appropriate
156	this form is correct
156	i understand that if
155	are applying for a
155	below for companies registered
155	will not be considered
155	the open government licence
155	on the front of
155	it is your responsibility
155	the name address and
155	should be included in
155	address below for companies
155	that will help you
155	please complete this form
155	if as a result
155	rule of the land
154	need more room than
154	for in a panel
154	than is provided for
154	be made to the
154	a mistake is made
154	full details of the
154	brief description of the
154	provided for in a
154	more room than is
154	use this form if
154	room than is provided
154	is provided for in
154	be the same as
154	fill in boxes to
154	on page of the
154	in this form is
153	of the open government
153	if you are an
153	complete this form with
153	may not be able
153	if the application is
153	affect the right of
152	to help you complete
152	the amount of tax
152	house deanery road bristol
152	address including postcode if
152	deanery road bristol bs
152	road bristol bs ah
152	of birth dd mm
152	please make sure that
152	this box if you
152	for details of the
152	if you are unsure
152	terms of the open
152	use continuation sheet cs
152	continuation sheet cs and
152	text text text text
152	horizon house deanery road
151	open to public inspection
151	description of the property
151	the basis of the
151	or on behalf of
151	full forename s surname
151	i understand that the
151	be able to claim
151	been convicted of any
151	as well as the
151	your application if you
151	confirm that you have
151	in block capitals if
150	not affect the right
150	block capitals if you
150	sheet cs and attach
150	in the uk you
150	you must fill in
150	under the land registration
150	for the purposes specified
150	the end of this
150	date of birth dd
150	form go to www
150	psi nationalarchives gsi gov
150	nationalarchives gsi gov uk
150	of the company s
150	have answered yes to
150	whether or not the
150	more than one person
149	this will not be
149	confirm that i have
149	complete to the best
149	and complete to the
149	address and telephone number
149	as a result a
149	to confirm that the
149	in a loss of
149	to obtain permission from
149	is not enough space
148	for that part of
148	mistake is made in
148	proper care may result
148	a person who is
148	form with proper care
148	protection under the land
148	you will also need
148	information for the purposes
148	act if as a
148	in block letters date
148	have given on this
148	registration act if as
148	result a mistake is
148	land registration act if
148	with proper care may
148	gov uk https www
148	this form with proper
148	to the address below
148	a result a mistake
148	care may result in
148	you must tell us
147	town county region country
147	both failure to complete
147	can be obtained from
147	understand that if i
147	the date of this
147	or both failure to
147	uk if you are
147	the application form and
147	fine or both failure
147	other government departments or
147	when you have completed
147	in the table below
146	executive agency of the
146	i understand that i
146	in the course of
146	if no go to
146	a loss of protection
146	of protection under the
146	loss of protection under
146	or referred to in
146	section or of the
146	in this form and
146	in box if you
146	please give the date
145	y y y date
145	please tick one box
145	may give information to
145	in the register under
145	confirm that the information
145	will be carried out
145	with what is already
144	you want to claim
144	warning if you dishonestly
144	the part of the
144	uk government uploads system
144	gov uk government uploads
144	system uploads attachment data
144	to an application to
144	government uploads system uploads
144	check information we receive
144	what is already in
144	an offence under the
144	we may check information
144	may check information we
144	for more than one
144	capitals if you need
144	uploads attachment data file
144	uploads system uploads attachment
144	we may give information
144	wildlife and countryside act
143	this must be the
143	is already in our
143	you with what is
143	the register under section
143	used for the purposes
143	already in our records
143	to comply with its
143	it is not possible
142	the rehabilitation of offenders
142	at the beginning of
142	not have to be
142	rehabilitation of offenders act
142	you are entitled to
142	letters using black ink
142	of the document to
142	on the application form
142	after the date of
141	register under section of
141	the gov uk website
141	section of the land
141	payable to land registry
141	failure to do so
141	enter the amount of
141	made payable to land
141	find out more about
141	data controller under the
141	controller under the data
141	you for more information
141	visit www gov uk
140	to other government departments
140	permits us to do
140	will need to complete
140	it will not be
140	the law permits us
140	to the registrar of
140	this form your reference
140	law permits us to
140	check the accuracy of
140	application to the registrar
140	we will contact you
139	number company name in
139	the wildlife and countryside
139	if you want us
139	in this section if
139	a summary of the
139	need to complete the
139	at the time the
139	in the last years
139	by or on behalf
139	a data controller under
139	the name s of
139	can be used to
139	part of the document
139	be returned to you
139	on our website at
138	if you believe a
138	public inspection and copying
138	the registrar relating to
138	may apply for that
138	the document to be
138	to public inspection and
138	register are open to
138	form kept by the
138	information you may apply
138	as other government departments
138	to find out more
138	by the registrar relating
138	form ex under rule
138	this form kept by
138	to check the accuracy
138	ex under rule of
138	and copying if you
138	apply for that part
138	registrar or referred to
138	act most documents including
138	to be made exempt
138	data protection act this
138	the register are open
138	document contains prejudicial information
138	believe a document contains
138	are open to public
138	you believe a document
138	inspection and copying if
138	contains prejudicial information you
138	registrar relating to an
138	land registration act most
138	copying if you believe
138	using form ex under
138	companieshouse gov uk further
138	registration act most documents
138	the purposes of this
138	kept by the registrar
138	most documents including this
138	in the register are
138	prejudicial information you may
138	made exempt using form
138	a document contains prejudicial
138	the registrar or referred
138	documents including this form
138	if there is any
138	to in the register
138	to the registrar or
138	document to be made
138	be made exempt using
138	exempt using form ex
138	including this form kept
137	and send it to
137	with the exception of
137	if the applicant is
137	others such as other
137	to confirm that you
137	provide a copy of
137	obligations under the data
137	is an offence to
137	for office use only
137	act we hold information
137	birth dd mm yyyy
137	you are advised to
137	that it is an
137	complete this section if
137	date d d m
137	this form please read
137	signature of applicant date
137	name s of the
137	hold information for the
137	such as other government
137	if you have received
137	we hold information for
137	if there is insufficient
137	will be asked to
137	protection act we hold
136	panel in the form
136	the country in which
136	land registration rules crown
136	form alternatively use continuation
136	please give the name
136	alternatively use continuation sheet
136	a panel and your
136	can expand any panel
136	the outcome of the
136	panel and your software
136	any panel in the
136	does not have to
136	cheque or postal order
136	expand any panel in
136	see the notes on
136	rules crown copyright ref
136	in the form alternatively
136	declare that to the
136	form part of the
136	the form alternatively use
136	gov uk if you
136	your software allows you
136	software allows you can
136	we need to know
136	you can expand any
136	in a panel and
136	registration rules crown copyright
136	and your software allows
136	employment and support allowance
136	allows you can expand
135	the top of the
135	a limited liability partnership
135	more information about the
135	tell us about any
135	gov uk further informationi
135	are set out in
135	please be aware that
135	if you are paying
135	make sure that the
135	from time to time
135	should be entered in
134	address and other details
134	name s and address
134	companies registered in northern
134	cs and attach it
134	section a of the
134	section of this form
134	if you are making
134	be found on our
134	is to be used
134	of each of the
134	section of the form
134	to contact you in
134	the address to which
134	to the extent that
134	if different from above
134	in connection with this
133	to hm revenue customs
133	companies registered in scotland
133	form must be completed
133	natural england horizon house
133	you can expect from
133	wildlife licensing natural england
133	i declare that i
133	in which you are
133	england horizon house deanery
133	agency of the department
133	we may have to
133	companieshouse further informationi checklist
133	to you we will
132	in the last months
132	plant health agency apha
132	use this section to
132	with the requirements of
132	before the date of
132	county region country postcode
132	we may need to
132	notes and helpsheets that
132	send a copy of
132	wish to apply for
132	you can find guidance
132	outside the united kingdom
132	may be required to
132	don t have to
132	form must be signed
132	failure to comply with
132	dx cardiff for companies
132	where there is a
131	number of the person
131	a b c d
131	secretary of state to
131	to view this licence
131	cardiff for companies registered
131	visit www nationalarchives gov
131	found on our website
131	be completed if you
131	can find guidance on
131	information provided by you
131	licence visit www nationalarchives
131	habitats and species regulations
131	acting on behalf of
131	if yes please state
130	of habitats and species
130	the conservation of habitats
130	may be subject to
130	in order to obtain
130	wales np qq rev
130	signature date dd mm
130	but this will not
130	attach a separate sheet
130	we will not give
130	conservation of habitats and
130	to section of the
130	the accuracy of information
130	on page of this
129	information i have provided
129	on the gov uk
129	licensing natural england horizon
129	tell us if you
129	our website www gov
129	that i have read
129	the department for work
129	will not be accepted
129	the use of the
128	direct debit under an
128	you in connection with
128	in any format or
128	you need help to
128	to do this we
128	can expect from us
128	aimed at improving the
128	the whole of the
128	you complete this form
128	please read the following
128	and helpsheets that will
128	to the address shown
128	helpsheets that will help
128	to be treated as
128	give information to them
128	free of charge in
128	s and address es
127	you can use the
127	for each of the
127	the figure in box
127	best of my our
127	will be used by
127	of my our knowledge
127	yes go to question
127	monday to friday am
127	on or after january
126	form please contact the
126	available on our website
126	that the information provided
126	details on a separate
126	where there is more
126	it is important to
126	how to contact us
126	any format or medium
126	charge in any format
126	fill in the form
126	customer research aimed at
126	form if you have
126	if there are any
126	that there is a
126	do you wish to
126	will be treated in
126	the management of the
126	of charge in any
126	agreement with land registry
126	www legislation gov uk
126	be signed by a
125	be signed by director
125	what we expect from
125	us if you need
125	will help you to
125	must be accompanied by
125	be disclosed to other
125	if any or other
125	we expect from you
125	be submitted to the
125	email psi nationalarchives gsi
125	keep a copy of
125	in this form or
125	research aimed at improving
125	view this licence visit
125	or building society account
125	what you can expect
124	in touch with you
124	in relation to a
124	if there is no
124	you are paying by
124	are likely to be
124	will be sent to
123	post for companies registered
123	or medium under the
123	of the terms and
123	friday am to pm
123	medium under the terms
123	to do this please
123	tax return if you
123	please fill in the
123	if you fail to
123	a member of a
123	the back of this
123	put x in the
123	format or medium under
123	legal post for companies
123	contact you in connection
123	capital letters using black
123	will not be done
122	be done unless there
122	countryside act as amended
122	the back of the
122	not be done unless
122	to the use of
122	natural england or the
122	in respect of a
122	pdf https www gov
122	the form if you
121	on the next page
121	please complete the following
121	by one of the
121	and countryside act as
121	as amended by the
121	not need to complete
121	if this is not
121	signed by director secretary
121	please note if you
121	www gov uk self
121	tick this box to
121	limited liability partnership llp
121	to the home office
121	if you re not
121	the issue of a
120	what is the name
120	if there is more
120	in the box if
120	information that you give
120	a statement or representation
120	environmental information regulations and
120	county region postcode country
120	form should be completed
120	uk dx box number
120	that you wish to
120	the box if you
119	to friday am to
119	first name last name
119	and the freedom of
119	yes to any of
119	to be carried out
119	this should be the
119	y ffurflen hon yn
119	do not use this
119	need to tell us
119	b c d e
119	the property for example
119	of section of the
118	at improving the services
118	is true to the
118	england or the secretary
118	including postcode if any
118	comply with the requirements
118	full name of bank
118	paragraph of schedule to
118	give a brief description
118	hmrc gov uk selfassessmentforms
118	act in contravention of
118	and in accordance with
118	to you if you
118	must be in the
118	form to the address
118	to get notes and
118	get notes and helpsheets
117	help to fill in
117	tick one of the
117	to enable them to
117	ensure that it is
117	gov uk self assessment
117	you as well as
117	the form important information
117	this form and any
117	to contact us if
117	gov uk website www
117	i certify that the
117	you have answered no
117	give the name of
117	i agree to the
117	improving the services that
117	of the property for
117	the cost of the
117	tick this box if
116	contact information that you
116	the contact information that
116	or in connection with
116	or of the companies
116	number if you know
116	or other description of
116	will be subject to
116	you are able to
116	and date the form
116	occasional customer research aimed
116	please send it to
116	that you give will
116	is your responsibility to
116	other description of the
116	logos free of charge
116	the information we hold
116	use a separate sheet
116	name address and other
116	insert address including postcode
116	this box to confirm
116	from www gov uk
116	and the amount of
115	in support of the
115	no if no please
115	signature i am signing
115	that apply to you
115	you have completed and
115	in the name of
115	version company details company
115	is not possible to
115	the names of the
115	credit or debit card
115	appointed agents may use
115	for and on behalf
115	section if you are
115	contact in case of
114	may be used for
114	be obtained from the
114	marriage or civil partnership
114	any of the information
114	no please go to
114	the best of your
114	don t need to
114	any or other description
114	to ensure that it
114	is a criminal offence
114	not resident in the
114	connection with occasional customer
114	uk http www gov
114	postcode if any or
114	in connection with occasional
114	you are applying to
114	in case of query
114	with occasional customer research
114	a person who has
113	you need to complete
113	information you provide on
113	in the uk please
113	the environment and the
113	from outside the uk
113	the notes on the
113	stay in the uk
113	under either section or
113	section b of the
113	of the local government
113	in the tax year
113	how to complete this
113	are not required to
113	dd mm yyyy if
113	after the end of
113	in the uk in
113	your national insurance number
113	with the terms of
113	name of the company
113	return the completed form
113	name in block capitals
113	may be necessary to
113	an application for a
113	you must also provide
113	more of the following
113	you have the right
112	will be stored and
112	whether or not you
112	administrator administrative receiver receiver
112	land adjoining acacia avenue
112	give details of your
112	will not permit any
112	government departments and agencies
112	in support of your
112	tick the box below
112	give the following details
112	if you have ticked
112	may have to pay
112	of the outcome of
112	all of the following
112	is correct to the
111	the united kingdom and
111	you do not want
111	of the company or
111	unwarranted breach of confidentiality
111	name and address including
111	director secretary person authorised
111	need help to fill
111	uk self assessment forms
111	either section or of
111	its appointed agents may
111	self assessment forms and
111	or its appointed agents
111	enter the name of
111	by director secretary person
111	person authorised under either
111	your name and address
111	is important that you
111	assessment forms and helpsheets
111	authorised under either section
110	income for the year
110	reference number if you
110	peasholme green york yo
110	if the form is
110	example land adjoining acacia
110	it is necessary to
110	if you have an
110	the operation of the
110	date of birth and
110	even if you have
110	days from the date
110	below the registrar of
110	for example land adjoining
110	there has been a
110	the application must be
110	will be responsible for
110	as specified in the
110	back of this form
110	address below the registrar
110	information regulations and the
109	and belief the information
109	to be included in
109	be stored and processed
109	you will be able
109	need to complete this
109	part of this form
109	records this can include
109	regulations and the freedom
109	must be completed by
109	you can find out
109	a copy of any
109	please write clearly in
109	provide us with the
109	tick the box to
109	you need to fill
109	you have made a
109	put an x in
109	do this please use
109	you provide on this
109	for a number of
109	is available on the
109	you may not be
109	gsi gov uk or
109	a letter from the
109	information we receive about
108	form will be used
108	others or we may
108	your information will be
108	about you with what
108	or we may give
108	us and what we
108	and processed in accordance
108	this can include information
108	no if you have
108	can include information provided
108	the property of the
108	gsi gov uk mailto
108	you can find more
108	expect from us and
108	no conveyancer is acting
108	you from others or
108	to the extent necessary
108	you don t need
108	the information given in
108	include information provided by
108	for any of the
108	provide on this form
108	from others or we
108	if no conveyancer is
108	from us and what
108	you to fill in
108	must be completed in
108	our records this can
108	and what we expect
107	it will only be
107	to be used in
107	in our records this
