attachment	filename	page	name	url	size	mime	magic
118050	DT1.pdf	drugs-test-1-dt1-form	Drugs Test 1 (DT1) form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/118050/DT1.pdf	242176	application/pdf	PDF document, version 1.5
118057	drug-testing-sites.pdf	drug-testing-police-sites	Drug testing sites	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/118057/drug-testing-sites.pdf	112765	application/pdf	PDF document, version 1.5
118140	guidance-application.pdf	disregarding-convictions-for-decriminalised-sexual-offences	Disregarding convictions for decriminalised sexual offences - form and notes	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/118140/guidance-application.pdf	208632	application/pdf	PDF document, version 1.6
118281	proforma.doc	proforma-for-consultation-responses	Proforma for consultation responses (Microsoft Word file - 178kb)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/118281/proforma.doc	178688	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.1, Code page: 1252, Title: PRO-FORMA FOR CONSULTATION RESPONSES, Author: Helen Brewis, Template: Normal.dot, Last Saved By: Carly Moore, Revision Number: 2, Name of Creating Application: Microsoft Word 10.0, Total Editing Time: 01:00, Create Time/Date: Thu Aug 19 12:23:00 2010, Last Saved Time/Date: Thu Aug 19 12:23:00 2010, Number of Pages: 25, Number of Words: 4139, Number of Characters: 21807, Security: 0
118396	premises-application.doc	premises-licence-application	Premises licence application (updated 1 October 2012)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/118396/premises-application.doc	476672	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Author: Debbie Maddock, Template: Normal, Last Saved By: Jane Evans, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Last Printed: Wed Sep 19 11:26:00 2012, Create Time/Date: Wed Sep 26 15:04:00 2012, Last Saved Time/Date: Wed Sep 26 15:04:00 2012, Number of Pages: 18, Number of Words: 3869, Number of Characters: 22055, Security: 0
118413	em-alcohol-ro.doc	early-morning-alcohol-restriction-orders	Early morning alcohol restriction order	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/118413/em-alcohol-ro.doc	43520	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Author: Alex Birtwistle, Template: Normal, Last Saved By: Jane Evans, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Create Time/Date: Mon Oct 15 16:01:00 2012, Last Saved Time/Date: Mon Oct 15 16:01:00 2012, Number of Pages: 2, Number of Words: 326, Number of Characters: 1863, Security: 0
118414	representations-emro.doc	early-morning-alcohol-restriction-orders	Representations about a proposal to make an EMRO under s172A of the Licensing Act 2003	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/118414/representations-emro.doc	52736	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Author: Alex Birtwistle, Template: Normal, Last Saved By: Jane Evans, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Create Time/Date: Mon Oct 15 16:01:00 2012, Last Saved Time/Date: Mon Oct 15 16:01:00 2012, Number of Pages: 3, Number of Words: 414, Number of Characters: 2363, Security: 0
119073	information.pdf	open-meeting-september-2012	Open meeting - September 2012	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119073/information.pdf	18819	application/pdf	PDF document, version 1.5
119074	registration-form.doc	open-meeting-september-2012	Registration form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119074/registration-form.doc	34304	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Title: ACMD, Author: hp3300 user, Template: Normal, Last Saved By: hp3300 user, Revision Number: 1, Name of Creating Application: Microsoft Office Word, Create Time/Date: Wed Aug 29 11:46:00 2012, Last Saved Time/Date: Wed Aug 29 11:47:00 2012, Number of Pages: 1, Number of Words: 185, Number of Characters: 951, Security: 0
119151	acmd-open-meeting-mar-2012.doc	acmd-open-meeting-march-2012	ACMD open meeting March 2012	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/119151/acmd-open-meeting-mar-2012.doc	41472	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: ACMD, Author: alim8, Template: Normal, Last Saved By: Mohammed Ali, Revision Number: 5, Name of Creating Application: Microsoft Office Word, Total Editing Time: 54:00, Create Time/Date: Tue Mar  9 11:33:00 2010, Last Saved Time/Date: Tue Mar 13 09:47:00 2012, Number of Pages: 1, Number of Words: 428, Number of Characters: 2444, Security: 0
136798	credit-card-form.doc	passport-credit-debit-card-payment-authorisation-slip-bangladesh--2	Credit Card Form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136798/credit-card-form.doc	60928	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: Registry Document, Author: Rashed Islam, Keywords: Credit Card Form Dhaka Bangladesh, Template: Normal, Last Saved By: rislam, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Last Printed: Tue Apr 13 06:41:00 2010, Create Time/Date: Tue Apr 13 06:42:00 2010, Last Saved Time/Date: Tue Apr 13 06:42:00 2010, Number of Pages: 1, Number of Words: 298, Number of Characters: 1594, Security: 0
136805	death-registration-form.doc	death-registration-form-france	Death Registration Form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136805/death-registration-form.doc	83968	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: letterhead template, Author: sbhandari, Template: Paris English_A4 general purpose template, Last Saved By: Dominic Macdonald, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Last Printed: Fri Nov  2 14:59:00 2012, Create Time/Date: Fri Nov  2 15:16:00 2012, Last Saved Time/Date: Fri Nov  2 15:16:00 2012, Number of Pages: 4, Number of Words: 654, Number of Characters: 3728, Security: 0
136816	death-registration.pdf	death-registration-form-peru	Death Registration	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136816/death-registration.pdf	230276	application/pdf	PDF document, version 1.5
136822	Return-delivery-form.doc	registered-post-return-delivery-form-italy	Return Delivery Form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136822/Return-delivery-form.doc	57856	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: retrun fom, Author: tataylor, Template: OrielLetter, Last Saved By: gewilliams2, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Last Printed: Thu Aug 16 10:15:00 2012, Create Time/Date: Thu Aug 23 11:14:00 2012, Last Saved Time/Date: Thu Aug 23 11:14:00 2012, Number of Pages: 2, Number of Words: 274, Number of Characters: 1568, Security: 0
136829	nom2012.pdf	notice-of-marriage	Notice of marriage form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136829/nom2012.pdf	96441	application/pdf	PDF document, version 1.5
136830	affidavit2012.pdf	affidavit	Affidavit2012	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136830/affidavit2012.pdf	58302	application/pdf	PDF document, version 1.5
136831	request-for-consular-services.pdf	request-for-consular-services-italy	Request For Consular Services	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136831/request-for-consular-services.pdf	400051	application/pdf	PDF document, version 1.5
136835	cp-deposit-application.doc	application-for-deposit-of-civil-partnership-certificate	Cp Deposit Application	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136835/cp-deposit-application.doc	44544	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: DOM Master form, Author: exwong, Template: Normal, Last Saved By: Matthew Peck, Revision Number: 7, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Last Printed: Thu Oct  1 11:08:00 2009, Create Time/Date: Wed May  5 11:50:00 2010, Last Saved Time/Date: Wed May  5 11:52:00 2010, Number of Pages: 1, Number of Words: 197, Number of Characters: 1075, Security: 0
136838	pacs-form.doc	application-form-for-pacs	Pacs Form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/136838/pacs-form.doc	50688	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: CC master application form, Author: evelyn wong, Template: Normal, Last Saved By: Matthew Peck, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Last Printed: Thu May  8 09:39:00 2008, Create Time/Date: Wed May  5 11:38:00 2010, Last Saved Time/Date: Wed May  5 11:38:00 2010, Number of Pages: 2, Number of Words: 452, Number of Characters: 2529, Security: 0
144112	acmd-open-nov-10.doc	acmd-open-meeting-registration-form-november-2010	ACMD open meeting registration form - November 2010	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/144112/acmd-open-nov-10.doc	43008	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.1, Code page: 1252, Title: ACMD, Author: alim8, Template: Normal.dot, Last Saved By: Evans, Revision Number: 6, Name of Creating Application: Microsoft Word 10.0, Total Editing Time: 04:00, Create Time/Date: Tue Oct 26 15:27:00 2010, Last Saved Time/Date: Tue Oct 26 15:31:00 2010, Number of Pages: 1, Number of Words: 458, Number of Characters: 2387, Security: 0
144118	mdma-review-regiatration.doc	acmd-review-on-mdma-registration-form	ACMD review on MDMA - registration form (Microsoft Word file - 38kb)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/144118/mdma-review-regiatration.doc	38400	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.1, Code page: 1252, Title: ACMD, Author: alim8, Template: Normal.dot, Last Saved By: alim8, Revision Number: 1, Name of Creating Application: Microsoft Word 10.0, Total Editing Time: 01:00, Create Time/Date: Wed Aug 27 14:35:00 2008, Last Saved Time/Date: Wed Aug 27 14:36:00 2008, Number of Pages: 2, Number of Words: 158, Number of Characters: 871, Security: 0
148045	MODForm5050ExcavationStatementKnownHazards.doc	jsp-375-health-and-safety-handbook-safety-forms	MOD form 5050: excavation statement known hazards	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/148045/MODForm5050ExcavationStatementKnownHazards.doc	398848	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.1, Code page: 1252, Title: MODForm5050_StatKnownHazard, Author: DE Ops North-PTS8 (Dunn Andrew Mr), Template: Normal.dot, Last Saved By: Andrew Lawson, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Create Time/Date: Tue Nov  1 14:28:00 2011, Last Saved Time/Date: Tue Nov  1 14:28:00 2011, Number of Pages: 9, Number of Words: 2149, Number of Characters: 11650, Security: 4
148050	32_jsp375_commentsform2010.doc	jsp-375-health-and-safety-handbook-safety-forms	JSP 375: comments form (revised Apr 2010)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/148050/32_jsp375_commentsform2010.doc	55296	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.1, Code page: 1252, Title: JSP375_CommentForm_April2010, Author: pfelstead, Template: AESP_T1.dot, Last Saved By: Andrew Lawson, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Last Printed: Tue Dec 31 10:57:00 2002, Create Time/Date: Fri Apr 23 09:43:00 2010, Last Saved Time/Date: Fri Apr 23 09:43:00 2010, Number of Pages: 1, Number of Words: 69, Number of Characters: 396, Security: 4
14854	rtb2-form.pdf	right-to-buy-notice-in-reply-to-a-tenants-claim-rtb2	RTB2: notice in reply to tenant's Right to Buy claim	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/14854/rtb2-form.pdf	27244	application/pdf	PDF document, version 1.5
153662	dbs-addition-form.doc	dbs-referrals-form-and-guidance	DBS referral form additional information sheet	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/153662/dbs-addition-form.doc	44544	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 5.2, Code page: 1252, Author: Haydn Rees Jones, Template: Normal, Last Saved By: Sean Conner, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Create Time/Date: Thu Mar 21 11:43:00 2013, Last Saved Time/Date: Thu Mar 21 11:43:00 2013, Number of Pages: 1, Number of Words: 66, Number of Characters: 381, Security: 0
153733	italy-couple-info.pdf	couple-information-form	Couple information form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/153733/italy-couple-info.pdf	293213	application/pdf	PDF document, version 1.5
153734	request-for-consular-services.pdf	request-for-consular-services	Request for consular services	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/153734/request-for-consular-services.pdf	400051	application/pdf	PDF document, version 1.5
153753	bilingual-statutory-declaration.pdf	bilingual-statutory-declaration	Bilingual statutory declaration	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/153753/bilingual-statutory-declaration.pdf	91782	application/pdf	PDF document, version 1.5
153760	notice-of-marriage-form.doc	notice-of-marriage-form	Notice of Marriage Form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/153760/notice-of-marriage-form.doc	38912	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Title: Marriage Guidance, Author: cmcintosh, Template: Normal, Last Saved By: Ben Clancy, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Create Time/Date: Thu Mar 21 15:00:00 2013, Last Saved Time/Date: Thu Mar 21 15:00:00 2013, Number of Pages: 2, Number of Words: 107, Number of Characters: 611, Security: 0
153761	pat_mat_form-2.docx	declaration-of-paternity-maternity-taiwan	Declaration of paternity/maternity - Taiwan	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/153761/pat_mat_form-2.docx	14334	application/vnd.openxmlformats-officedocument.wordprocessingml.document	Microsoft Word 2007+
16573	Civilian-secondments.pdf	current-vacancies-foreign-and-commonwealth-office-international-secondment	Foreign and Commonwealth Office secondment details	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/16573/Civilian-secondments.pdf	194245	application/pdf	PDF document, version 1.5
166426	UNCL_130314_British_Antarctic_Territory_Project_Application_Form_2013.docx	british-antarctic-territory-project-application-form-2013-14	British Antarctic Territory Project Application Form 2013-14	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/166426/UNCL_130314_British_Antarctic_Territory_Project_Application_Form_2013.docx	37741	application/vnd.openxmlformats-officedocument.wordprocessingml.document	Microsoft Word 2007+
172893	Review_19-20-Prescribed_Forms-Application_for_the_review_of_a_premises_licence_under_section_53A-Current_word_version-v1_0.doc	summary-review-application-for-the-review-of-a-premises-licence-under-section-53a-of-the-licensing-act-2003-premises-associated-with-serious-crime-serious-disorder-or-both	Summary review - application for the review of a premises licence	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/172893/Review_19-20-Prescribed_Forms-Application_for_the_review_of_a_premises_licence_under_section_53A-Current_word_version-v1_0.doc	43520	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: Form for applying for a summary licence review, Author: DCMS, Template: Normal, Last Saved By: Jane Evans, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Last Printed: Thu Oct  4 11:54:00 2012, Create Time/Date: Tue Mar 26 13:55:00 2013, Last Saved Time/Date: Tue Mar 26 13:55:00 2013, Number of Pages: 2, Number of Words: 510, Number of Characters: 2913, Security: 0
181132	FCO-nom-guidance-personal.doc	foreign-and-commonwealth-office-honours-guidance-how-to-complete-the-form	Foreign and Commonwealth Office honours guidance	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/181132/FCO-nom-guidance-personal.doc	161280	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: Guidance for completion of Honours nomination form, Author: Mason-Mahon, Template: Normal, Last Saved By: ofairlamb, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Last Printed: Tue Nov  4 10:02:00 2008, Create Time/Date: Thu Apr 19 13:56:00 2012, Last Saved Time/Date: Thu Apr 19 13:56:00 2012, Number of Pages: 3, Number of Words: 894, Number of Characters: 4444, Security: 0
181784	ADVERT.DOC	draft-notice-for-insertion-in-newspaper	Draft Notice for insertion in newspaper	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/181784/ADVERT.DOC	24064	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: Marriage Guidance, Author: cmcintosh, Template: Normal, Last Saved By: lawinston, Revision Number: 3, Name of Creating Application: Microsoft Office Word, Total Editing Time: 02:00, Create Time/Date: Tue May 29 12:35:00 2012, Last Saved Time/Date: Tue May 29 12:36:00 2012, Number of Pages: 1, Number of Words: 91, Number of Characters: 521, Security: 0
181801	FORM_OF_AFFIDAVIT.DOC	form-of-affidavit-ireland	Form of Affidavit - Ireland	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/181801/FORM_OF_AFFIDAVIT.DOC	22016	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 4.0, Code page: 1252, Title: Registry Document, Author: lwinston, Template: Normal.dot, Last Saved By: lwinston, Revision Number: 1, Name of Creating Application: Microsoft Word 8.0, Total Editing Time: 09:00, Last Printed: Sun Apr 30 09:38:00 2006, Create Time/Date: Sun Apr 30 09:29:00 2006, Last Saved Time/Date: Sun Apr 30 09:38:00 2006, Number of Pages: 1, Number of Words: 192, Number of Characters: 1096, Security: 0
182680	General_aviation_reporting_flyer_DL_roll_fold_v5_2013.pdf	general-aviation-operators-and-pilots-notification-of-flights	General aviation reporting flyer	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/182680/General_aviation_reporting_flyer_DL_roll_fold_v5_2013.pdf	199926	application/pdf	PDF document, version 1.4
183185	13-768-written-statement-of-employment-particulars.pdf	employment-particulars-written-statement-form	Written statement of employment particulars form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/183185/13-768-written-statement-of-employment-particulars.pdf	310625	application/pdf	PDF document, version 1.6
183201	1_Oct_-_18_Temporary_Event_Notice__not_greyed_out.doc	temporary-events-notice-application	Temporary events notice application	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/183201/1_Oct_-_18_Temporary_Event_Notice__not_greyed_out.doc	223744	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Author: Debbie Maddock, Template: Normal, Last Saved By: Jane Evans, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 02:00, Create Time/Date: Wed Oct  3 10:32:00 2012, Last Saved Time/Date: Wed Oct  3 10:32:00 2012, Number of Pages: 12, Number of Words: 4279, Number of Characters: 24395, Security: 0
184172	Payment_Authorisation_Slip_8_April_2013.pdf	passport-credit-debit-card-payment-authorisation-slip-ireland	Passport Credit/Debit Card Payment Authorisation Slip – Ireland	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/184172/Payment_Authorisation_Slip_8_April_2013.pdf	115368	application/pdf	PDF document, version 1.5
184723	Premises_provisional_statement.doc	provisional-statement-application	Provisional statement application	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/184723/Premises_provisional_statement.doc	456704	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Author: Debbie Maddock, Template: Normal, Last Saved By: Jane Evans, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 01:00, Create Time/Date: Wed Apr 10 15:55:00 2013, Last Saved Time/Date: Wed Apr 10 15:55:00 2013, Number of Pages: 20, Number of Words: 3771, Number of Characters: 21498, Security: 0
184729	Premium_service_legalisation_office_form.doc	legalisation-premium-service-registration-form	Legalisation Premium Service registration form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/184729/Premium_service_legalisation_office_form.doc	31232	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Title: APPLICATION TO REGISTER AS A USER FOR THE PREMIUM LEGALISATION SERVICE, Author: jsteven, Template: 39D967BC, Last Saved By: Ben Clancy, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Last Printed: Mon Oct 25 08:59:00 2010, Create Time/Date: Wed Apr 10 16:16:00 2013, Last Saved Time/Date: Wed Apr 10 16:16:00 2013, Number of Pages: 1, Number of Words: 100, Number of Characters: 574, Security: 4
184750	Document_batch_information_form.xls	document-batch-information-form	Document batch information form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/184750/Document_batch_information_form.xls	33792	application/vnd.ms-excel	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.1, Code page: 1252, Title: document batch information form, Author: jofarrell, Last Saved By: Ben Clancy, Name of Creating Application: Microsoft Excel, Last Printed: Wed Nov 14 11:35:01 2012, Create Time/Date: Thu Sep 27 13:23:11 2012, Last Saved Time/Date: Wed Apr 10 16:21:41 2013, Security: 0
184774	premises_licence-format.doc	premises-licence-format	Premises licence format	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/184774/premises_licence-format.doc	45568	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: [It would be helpful to insert the name and address of the licensing authority and its reference number, if known, but there i, Author: IMP368, Template: Normal, Last Saved By: Jane Evans, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Create Time/Date: Wed Apr 10 16:18:00 2013, Last Saved Time/Date: Wed Apr 10 16:18:00 2013, Number of Pages: 7, Number of Words: 240, Number of Characters: 1371, Security: 0
184931	Standard_General_Medical_Services_Model_Contract.pdf	standard-general-medical-services-contract	Standard General Medical Services Contract	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/184931/Standard_General_Medical_Services_Model_Contract.pdf	4355453	application/pdf	PDF document, version 1.5
184932	Standard_General_Medical_Services_Model_Contract.rtf	standard-general-medical-services-contract	Standard General Medical Services Contract	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/184932/Standard_General_Medical_Services_Model_Contract.rtf	3025292	text/rtf	Rich Text Format data, version 1, unknown character set
185627	Credit_Authorisation_Form.pdf	argentina-credit-debit-card-authorisation-form	Credit Authorisation form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/185627/Credit_Authorisation_Form.pdf	118705	application/pdf	PDF document, version 1.5
186852	category1_part2.doc	category-2-registration-application-part-2	Catergory 2 registration application (part 2) (Microsoft Word file - 87kb)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/186852/category1_part2.doc	181760	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Author: Frankham, Template: Normal, Last Saved By: Lee Smith, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 14:00, Create Time/Date: Wed Oct 26 13:31:00 2011, Last Saved Time/Date: Wed Oct 26 13:31:00 2011, Number of Pages: 2, Number of Words: 392, Number of Characters: 2236, Security: 0
186853	category1_part2.doc	category-3-registration-application-part-2	Catergory 3 registration application (part 2) (Microsoft Word file - 87kb)	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/186853/category1_part2.doc	181760	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Author: Frankham, Template: Normal, Last Saved By: Lee Smith, Revision Number: 2, Name of Creating Application: Microsoft Office Word, Total Editing Time: 14:00, Create Time/Date: Wed Oct 26 13:31:00 2011, Last Saved Time/Date: Wed Oct 26 13:31:00 2011, Number of Pages: 2, Number of Words: 392, Number of Characters: 2236, Security: 0
189949	Proposal_Form.doc	bilateral-programme-fund-uzbekistan-proposal-form	Proposal Form	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/189949/Proposal_Form.doc	232960	application/msword	Composite Document File V2 Document, Little Endian, Os: Windows, Version 6.0, Code page: 1252, Title: new project proposal form Oct 12, Subject: Project Proposal Form, Author: nhearn, Keywords: Project Proposal Form, Template: Normal, Last Saved By: mibragimov, Revision Number: 3, Name of Creating Application: Microsoft Office Word, Total Editing Time: 02:00, Last Printed: Mon Dec 31 09:46:00 2012, Create Time/Date: Wed Mar 27 04:41:00 2013, Last Saved Time/Date: Tue Apr 16 08:12:00 2013, Number of Pages: 7, Number of Words: 1081, Number of Characters: 6168, Security: 0
